H3k4me3	H3k27me3	measured_log2
5.587	1.01742986	-1.64946
4.753	0.60240601	-1.20336
5.282	0.95865671	1.45646
2.424	2.21207107	-2.78087
4.595	0.40743701	3.01034
4.054	0.16254194	2.10556
5.398	0.52957057	1.70669
3.542	0.68901861	-0.35702
1.954	2.00002505	-5.05889
1.954	1.15466711	0.37911
1.954	1.65237152	-5.05889
2.789	-0.24554094	-5.05889
4.181	-0.24554094	-3.51042
3.055	1.35424308	-5.05889
2.41	2.45307488	-5.05889
2.139	0.59180909	-5.05889
3.854	-0.0900978	-0.719
3.882	0.50616264	-0.719
1.954	0.43572509	-5.05889
2.399	0.53862801	-5.05889
5.363	0.92681884	6.71932
4.88	0.61673264	-5.05889
2.249	0.25336543	-5.05889
5.394	-0.02045244	7.35796
2.036	1.69530323	-5.05889
2.295	4.02742829	-5.05889
5.899	1.49789818	3.70951
3.794	2.30494304	0.31358
2.162	1.57524429	-5.05889
3.713	4.01314952	-2.78087
2.333	1.72293787	-5.05889
3.343	1.68537034	2.75044
6.197	1.04240583	2.94692
1.978	-0.24554094	-5.05889
2.355	0.60815393	-5.05889
4.217	-0.24554094	-0.46788
4.419	0.86415045	-2.29863
6.058	1.59612389	-1.40923
4.261	0.67448276	-5.05889
5.838	1.12155885	4.58825
6.073	-0.24554094	8.24536
5.473	-0.24554094	0.76961
5.578	1.34164963	0.90924
3.615	1.55406298	-0.46788
2.684	0.05723462	-1.64946
5.407	1.32080204	4.59861
5.588	0.57135981	6.83695
6.15	0.46663596	5.97151
3.303	2.26850909	-1.93783
5.903	-0.24554094	0.81767
5.628	0.32607762	4.38395
4.942	4.39342989	1.03655
4.459	0.62714871	-2.78087
5.779	-0.21646596	4.78241
4.027	2.25147051	-5.05889
2.94	0.67813093	8.11349
5.605	0.52957057	-2.29863
2.295	-0.03829895	-5.05889
2.599	1.14151746	-0.46788
4.728	-0.24554094	5.33417
4.054	0.30735678	1.57306
2.462	3.23003227	-5.05889
4.107	0.52045591	-1.64946
5.264	-0.24554094	2.27006
2.418	2.50457195	-5.05889
5.441	0.13891335	5.75564
1.954	0.60624082	3.52639
4.333	1.45973034	1.75686
1.954	-0.24554094	-5.05889
3.7	2.64515275	-5.05889
4.771	1.00586665	0.4418
6.114	0.89973207	3.61066
4.452	0.90129322	-5.05889
5.062	-0.24554094	6.74983
5.874	0.52957057	6.96384
5.532	0.75785487	2.99996
5.155	-0.07466823	2.63447
2.355	0.72031302	-1.93783
1.954	-0.24554094	-5.05889
5.383	0.58599651	2.70004
1.954	1.15401246	-5.05889
4.908	-0.24554094	5.19554
5.803	1.34681479	1.15353
5.787	0.52957057	6.17893
4.56	0.20487999	7.00334
4.034	0.18065515	1.48651
5.712	-0.23349783	8.31556
4.322	1.84842943	2.10556
5.349	0.12294363	-0.25407
2.177	0.82520148	-5.05889
5.717	-0.24554094	2.40202
2.884	1.36049883	-5.05889
1.954	0.54063286	-5.05889
2.315	-0.24554094	-5.05889
1.954	0.74747631	-5.05889
1.996	0.94963164	-5.05889
5.65	-0.04279491	7.10489
6.468	-0.24554094	6.59296
2.055	0.75353904	-5.05889
5.442	0.68901861	0.95294
4.173	-0.07160244	1.29606
5.023	0.73527214	3.37401
2.118	-0.06549035	-5.05889
2.929	0.52957057	0.61499
5.816	-0.10883303	3.25687
6.083	0.52957057	5.43198
4.517	-0.24554094	9.08699
4.36	4.21629184	-2.78087
3.115	5.66996782	-5.05889
2.535	3.91057912	-5.05889
4.165	2.31258951	0.61499
4.631	0.10544002	-5.05889
4.922	0.59180909	3.75958
2.546	1.50817988	-5.05889
5.597	2.51149067	-0.06789
2.162	0.99347109	-5.05889
5.745	-0.24554094	3.29132
2.063	0.78770615	-5.05889
5.73	0.68449154	4.19216
2.46	0.96090418	-5.05889
5.809	0.4968984	3.96026
4.644	0.66899452	3.99726
5.558	-0.24554094	3.31663
4.015	0.52957057	-5.05889
2.776	1.48024416	-5.05889
6.06	-0.24554094	4.60547
1.954	-0.24554094	-5.05889
5.393	0.03180093	5.15168
1.954	0.87610903	-5.05889
6.336	0.93979035	6.94369
3.9	1.61622569	-5.05889
4.892	0.59277559	3.04103
2.694	0.76986944	-5.05889
1.954	0.03464883	-5.05889
5.375	3.22832301	-1.93783
5.041	2.0032998	0.99535
5.416	-0.24554094	2.50835
4.089	3.71694695	0.81767
1.954	0.68267708	-5.05889
3.829	0.21118725	-0.46788
3.959	-0.24554094	4.08823
3.123	0.93141035	3.08096
4.755	3.64700354	4.45404
3.453	0.03464883	-3.51042
2.444	4.76542863	-5.05889
5.55	0.2237209	3.61066
6.236	-0.15514042	2.47876
4.634	-0.1813404	5.87969
4.238	2.05996416	0.31358
5.936	0.38640866	5.02177
4.904	2.9813119	5.04215
5.568	1.02604184	4.19672
5.209	0.2460109	2.94692
3.156	3.79260546	-5.05889
3.978	0.681769	3.39793
6.057	-0.24554094	-1.93783
5.349	-0.06244398	5.16102
5.028	0.21746831	4.82712
4.601	-0.23521213	5.86117
5.59	0.46663596	4.94541
5.33	-0.07313452	0.24494
4.338	3.99050106	1.15353
1.954	0.69713101	-5.05889
5.619	-0.02045244	5.89237
4.73	2.13221471	1.19051
1.954	0.68720985	-5.05889
4.318	1.14415699	0.17286
2.186	1.11282653	-5.05889
1.954	-0.24554094	-5.05889
2.027	-0.24554094	-5.05889
2.377	0.90518872	-5.05889
5.288	-0.19628962	1.36238
2.904	0.60336638	-2.78087
3.197	3.48270626	-1.20336
2.315	4.02474514	-5.05889
3.123	1.49789818	1.78131
5.814	0.80031346	-1.20336
3.886	3.36231551	-0.15798
1.954	-0.24554094	-5.05889
6.217	1.55753236	8.14473
5.098	-0.24554094	0.37911
3.03	-0.24554094	5.44352
5.357	0.69353064	3.83157
3.441	0.52957057	1.32961
4.231	2.97909419	2.23509
3.017	0.91139973	-1.40923
2.373	0.90129322	-5.05889
5.06	0.98833892	2.85778
5.045	0.23861992	4.6393
4.754	-0.24554094	4.34348
5.267	2.84983106	3.02064
4.718	4.05417119	2.38617
5.033	0.66624164	4.38395
5.436	0.47923518	2.55163
4.621	4.5792465	4.14114
2.439	1.15466711	-1.20336
3.258	3.90495604	-5.05889
4.394	0.5184228	5.07218
4.959	1.81527188	-1.20336
2.989	4.71010658	-5.05889
3.514	1.53960028	1.19051
5.817	1.34681479	-0.86311
3.669	5.13874893	-1.02322
4.087	0.12561733	-1.02322
3.981	0.52957057	-0.86311
6.243	0.91217422	6.02111
3.904	1.1812549	1.15353
1.954	0.45711354	0.17286
3.987	3.50006261	0.61499
2.02	0.1857885	-5.05889
5.906	-0.24554094	5.45496
4.32	3.7822722	2.10556
4.332	1.06904869	0.61499
2.523	0.07394423	1.91987
5.617	1.55108257	6.10702
1.954	0.13891335	-5.05889
3.161	2.00910328	0.76961
1.954	-0.24554094	-5.05889
2.002	1.26368315	-5.05889
2.162	0.52957057	-5.05889
3.144	0.09046251	5.00111
5.352	-0.24554094	2.35394
3.498	-0.24554094	5.41451
1.954	-0.24554094	-5.05889
2.54	-0.24554094	0.24494
5.18	0.78347967	2.85778
5	2.87189676	3.21262
2.112	0.60432516	-5.05889
5.834	-0.08854745	1.62801
4.04	-0.1616459	3.2742
5.881	1.19914115	5.0943
5.229	-0.24554094	1.85225
3.501	2.06728401	-0.15798
4.538	-0.24554094	10.04325
1.981	1.03104186	-5.05889
3.369	-0.06549035	3.04103
1.954	1.29133212	-5.05889
3.122	2.23732492	-5.05889
1.972	-0.24554094	-5.05889
5.233	0.59374239	5.93657
3.517	2.62615862	-1.64946
5.652	0.0600328	0.17286
5.767	0.29671871	5.31964
5.212	0.47714311	7.37211
6.116	0.01170382	2.18099
5.773	1.32138523	3.2742
4.983	-0.24554094	5.94606
1.954	-0.24554094	-5.05889
2.403	-0.07466823	-5.05889
5.394	0.02035137	5.55936
5.358	-0.24554094	5.43776
4.299	0.92144354	4.50264
6.085	-0.24554094	6.82671
2.282	0.51230524	-5.05889
4.482	0.20108235	0.09699
4.597	0.52957057	2.35394
1.954	-0.24554094	-5.05889
1.954	-0.24554094	-5.05889
5.569	0.06142986	3.3415
3.425	1.32138523	-5.05889
5.555	1.28476846	3.33325
5.899	0.86415045	3.8257
3.021	4.940599	-5.05889
4.039	-0.24554094	2.14377
2.779	3.9883029	0.17286
4.906	-0.24554094	3.23048
2.352	2.25299975	-5.05889
4.111	-0.24208979	0.55954
3.921	2.10943393	-5.05889
4.841	-0.24554094	6.06905
5.551	0.52957057	3.28279
5.237	0.48757429	4.41552
1.954	-0.24554094	-5.05889
5.935	0.47189858	-1.93783
4.943	-0.24554094	4.26331
4.477	-0.24554094	6.83257
4.327	-0.12781478	0.90924
4.737	1.9560044	-5.05889
5.229	0.79528358	1.07661
3.385	0.03180093	4.6393
5.785	0.67356951	5.08696
3.381	0.23861992	2.44855
3.095	-0.1747457	-5.05889
2.447	0.4346474	-5.05889
3.846	1.72646481	-1.02322
5.158	-0.24554094	3.45221
5.688	-0.24554094	6.90248
6.019	0.2262156	2.08607
2.572	1.51635281	-5.05889
1.954	-0.24554094	-5.05889
2.521	1.38190875	-5.05889
1.954	0.53057965	-3.51042
1.954	-0.24554094	-3.51042
2.251	1.57524429	-5.05889
1.975	-0.24554094	-5.05889
3.815	0.45179555	6.00173
4.578	-0.24554094	5.32589
5.765	1.32662332	2.23509
4.381	2.77196362	-5.05889
2.315	0.95865671	-5.05889
4.562	0.97579852	0.61499
1.954	0.56956834	-5.05889
5.744	-0.2403673	5.02434
2.403	1.85851	-5.05889
5.199	0.35256924	1.89768
2.357	-0.24554094	-2.78087
5.758	-0.24554094	5.2773
5.325	0.98613381	3.88894
6.313	1.72382041	2.82288
2.263	1.03104186	-5.05889
4.629	1.2871587	1.73199
4.439	0.8342205	2.95769
3.433	-0.24554094	1.15353
4.053	-0.0548546	6.57821
2.701	1.47238871	-5.05889
2.027	0.08222769	-5.05889
5.312	0.96837057	0.09699
1.954	-0.24554094	-5.05889
5.957	0.17808161	3.85479
2.494	0.77498854	-5.05889
2.319	0.98980712	-1.64946
5.877	0.91139973	3.38203
1.954	-0.24554094	-5.05889
5.846	0.52957057	-2.78087
4.507	2.51659248	-5.05889
4.619	1.59612389	-5.05889
3.308	0.01747508	3.38203
4.245	2.28325195	-5.05889
5.415	-0.15514042	5.17953
5.073	0.7994765	-0.35702
4.571	0.52957057	5.38091
5.434	0.52957057	5.15402
2.019	0.28958362	-5.05889
4.386	1.28297317	-5.05889
1.954	-0.24554094	-5.05889
2.18	0.11623627	-5.05889
1.954	1.02675719	-5.05889
4.016	2.82454374	1.48651
5.448	0.53460994	-5.05889
4.462	-0.24554094	5.47383
4.719	0.07255924	5.41255
3.628	1.85649952	-2.29863
2.215	0.42165092	-1.93783
5.64	-0.06549035	4.49895
1.954	-0.24554094	-5.05889
6.243	0.52957057	6.66781
2.401	0.31791698	-5.05889
2.315	1.77963772	-5.05889
5.042	0.98539803	4.08823
4.685	-0.21139536	-1.02322
4.276	-0.24554094	6.27674
1.954	-0.24554094	-5.05889
3.676	-0.23178557	-1.93783
1.954	0.95865671	-5.05889
3.054	4.19529243	-5.05889
5.337	-0.24554094	2.38617
5.237	-0.11197936	1.07661
5.187	1.11820652	1.45646
6.151	0.82355574	7.68429
4.106	2.04944239	0.31358
5.319	-0.24554094	5.22479
2.042	0.84155813	-5.05889
2.322	-0.24554094	-5.05889
2.162	0.52957057	-5.05889
1.954	0.95865671	-5.05889
1.954	1.53201241	-2.29863
1.954	-0.24554094	-5.05889
5.101	1.03957322	0.17286
4.03	1.98021526	-0.15798
2.162	0.08222769	-3.51042
2.447	1.58305181	-5.05889
5.994	0.93750972	4.1077
5.781	0.01459305	0.55954
2.737	2.06693629	1.87514
5.533	0.95865671	3.42144
6.062	0.95865671	3.42144
3.141	0.93064611	0.50187
5.755	-0.24554094	2.56577
1.954	0.78770615	-5.05889
5.096	0.90129322	5.51449
2.421	1.19595823	-5.05889
3.916	1.89736415	1.94172
2.342	-0.24554094	-0.35702
2.162	1.84071679	-5.05889
5.406	1.1275735	-5.05889
4.126	3.13120744	0.61499
3.469	4.28054062	-1.40923
5.564	-0.24554094	5.44925
5.231	-0.24554094	5.03962
4.813	0.52957057	3.44459
4.04	-0.18630628	0.17286
3.581	4.45963486	-3.51042
5.953	0.01170382	4.63259
5.643	0.83094767	-5.05889
1.954	-0.19128931	-5.05889
5.382	0.54762895	4.22372
4.844	-0.24554094	2.91414
5.883	0.83094767	2.92515
5.42	1.1735237	2.56577
1.954	2.60786988	-5.05889
4.624	-0.15189864	2.53735
4	1.47710711	3.25687
4.582	0.45392573	-5.05889
2.307	-0.24554094	-5.05889
5.578	-0.04730642	2.21728
5.936	1.05508419	3.65102
5.3	-0.24554094	1.45646
4.902	0.9275851	1.96324
5.018	3.36103974	-0.86311
1.954	-0.24554094	-5.05889
2.178	0.06978528	-5.05889
4.367	0.52957057	5.55227
6.096	0.90596656	5.34651
5.453	1.74310106	-1.93783
2.088	-0.24554094	-5.05889
1.954	0.62620498	-5.05889
5.069	-0.24554094	-0.35702
4.992	0.475048	1.54478
2.561	0.80615943	-5.05889
6.152	1.29133212	8.26364
2.464	0.2871974	-1.02322
4.508	1.20988967	1.32961
3.011	-0.24208979	-3.51042
5.235	0.12294363	6.32431
6.475	0.52957057	5.47383
5.88	0.52957057	4.35574
5.676	0.53862801	5.30707
2.114	0.44324748	-5.05889
4.33	-0.24554094	1.15353
3.566	0.95415123	-5.05889
2.264	1.507155	-5.05889
2.243	-0.24554094	-5.05889
1.954	0.6186319	-5.05889
1.954	1.65237152	-5.05889
2.344	0.67174125	-5.05889
2.077	1.23052857	-5.05889
2.184	1.24781177	-5.05889
2.486	1.03104186	-5.05889
4.636	-0.24554094	-1.20336
5.643	1.30141759	1.85225
2.162	1.74310106	-5.05889
5.445	-0.19628962	3.08096
5.105	-0.24554094	-5.05889
5.901	1.96834865	5.32173
2.906	0.52957057	1.07661
5.51	0.61768258	3.71586
2.17	1.50869205	-5.05889
5.03	-0.24554094	-1.93783
2.216	-0.24554094	-5.05889
6.043	0.99347109	4.96688
4.295	2.10368209	-0.58798
5.167	0.94206738	1.65472
2.146	0.93064611	-5.05889
2.283	3.30242426	-5.05889
3.653	2.77516002	1.54478
4.621	-0.24554094	2.32097
1.957	-0.24554094	-5.05889
2.162	0.52957057	-5.05889
6.073	-0.21477378	4.96422
3.103	2.94581732	-3.51042
4.832	0.76730348	5.72131
4.593	0.11623627	1.45646
4.768	2.14742701	-0.06789
2.139	0.41947251	-5.05889
4.807	-0.00867577	0.0169
3.478	0.46346914	2.00536
2.64	2.44747591	-5.05889
3.261	0.78770615	4.38793
2.159	1.03246726	-5.05889
2.135	0.49586548	-5.05889
5.307	0.07394423	7.38113
3.468	0.62809182	-0.46788
5.21	-0.24554094	1.19051
5.427	-0.08854745	-0.719
5.621	-0.24554094	2.3042
5.935	1.22555225	3.98151
4.585	0.53662038	2.28723
4.915	2.23082075	0.95294
2.734	2.42594248	-5.05889
4.602	0.04032781	-5.05889
2.278	-0.21477378	-0.25407
4.332	0.06561293	-5.05889
3.851	3.76167882	-2.29863
2.462	0.94736653	-5.05889
6.264	0.46241095	4.26764
5.954	0.81198099	-5.05889
4.561	2.97483754	0.09699
3.841	-0.24554094	3.70312
1.954	1.42161351	-5.05889
6.719	0.66440407	-5.05889
2.263	0.65054627	-2.29863
1.954	0.90518872	-1.40923
6.099	-0.24554094	6.65545
3.994	-0.18630628	2.55163
2.34	0.55359787	-5.05889
5.451	-0.24554094	2.27006
4.967	0.62714871	-5.05889
2.314	-0.06549035	-2.29863
1.954	-0.24554094	-5.05889
4.247	-0.24554094	0.90924
2.312	-0.24554094	-5.05889
5.518	-0.24554094	1.48651
6.302	0.53158803	4.21478
3.182	-0.24554094	-1.64946
4.395	0.26068145	0.0169
4.505	0.8681474	1.51594
1.954	-0.24554094	-5.05889
2.503	2.86791019	-5.05889
4.876	2.5216763	-5.05889
4.665	0.53158803	6.6237
5.74	0.51026061	1.45646
5.619	-0.24554094	3.64436
1.954	-0.24554094	-5.05889
2.378	1.08424763	1.82898
1.954	-0.24554094	-5.05889
5.264	0.52957057	0.95294
5.943	0.52957057	0.37911
4.455	-0.24554094	1.22656
3.232	0.52957057	1.26173
5.057	2.84253429	1.98446
5.039	0.52957057	7.58364
5.071	-0.16818101	3.23048
2.315	0.52552716	-5.05889
5.027	1.0849347	0.81767
2.236	0.52552716	-5.05889
5.57	-0.22155445	4.77634
2.976	0.09456236	0.0169
5.523	-0.24554094	3.14829
6.073	0.51026061	2.60738
4.343	0.8966047	4.57083
6.086	0.51026061	5.06722
1.954	-0.24554094	-5.05889
1.954	-0.24554094	-5.05889
1.954	-0.24554094	-5.05889
4.566	-0.24554094	0.09699
2.14	0.93827033	-5.05889
5.508	-0.24554094	5.96085
1.954	-0.24554094	-5.05889
4.788	0.52957057	1.42578
1.954	-0.24554094	-5.05889
4.562	0.70787678	-0.46788
3.092	0.44110147	-5.05889
2.16	-0.24554094	-5.05889
4.837	3.18202791	-0.58798
3.582	0.51332647	-5.05889
3.723	-0.24381434	-0.58798
4.844	0.52957057	3.09078
5.619	2.15987116	5.30285
2.462	0.15470823	-5.05889
3.726	1.58451013	-0.06789
5.724	0.30381986	3.01034
1.954	0.87531492	-5.05889
2.286	1.1889449	-1.20336
5.696	-0.22836714	2.53735
4.969	-0.07007199	2.00536
5.269	-0.24554094	8.45955
1.954	-0.24554094	-5.05889
1.954	1.00876615	-5.05889
2.297	1.23052857	-5.05889
4.987	-0.24554094	2.04628
5.639	0.06561293	5.85687
5.4	-0.22495677	3.84323
2.613	1.18958388	-0.86311
5.363	1.19404888	6.131
4.99	1.54460382	2.23509
4.528	-0.24554094	2.50835
2.304	1.62994848	-5.05889
4.637	-0.24554094	1.91987
5.066	-0.24554094	1.80534
4.611	1.82023185	0.90924
5.982	0.52957057	5.41841
2.36	1.27997605	-5.05889
2.045	1.76941608	-5.05889
1.954	0.87372538	-5.05889
4.842	-0.24554094	3.38203
5.431	-0.24554094	-0.35702
3.935	0.90129322	-1.93783
4.022	3.96104905	-5.05889
5.744	-0.24554094	1.65472
5.746	-0.24554094	3.79603
2.198	0.99493408	-5.05889
5.853	-0.24554094	1.22656
1.954	-0.24554094	-5.05889
4.88	0.89738718	0.17286
5.617	-0.13579814	8.23156
4.826	1.51838883	-1.64946
4.56	3.61013301	-3.51042
2.26	0.95415123	1.11558
4.24	0.06561293	1.36238
5.735	1.0138263	4.23704
5.624	-0.24554094	4.66251
4.309	-0.24554094	4.77938
5.907	0.52957057	2.83461
5.142	0.00591081	1.62801
3.17	-0.24554094	1.75686
5.209	-0.24554094	5.9528
2.27	-0.12145974	-5.05889
4.6	-0.24554094	7.44277
4.464	0.34570573	-1.64946
2.091	-0.18464909	-5.05889
1.954	-0.24554094	-5.05889
1.954	1.52346634	-5.05889
4.327	0.43572509	0.71989
5.657	-0.24554094	3.17621
4.947	-0.24554094	2.06631
5.52	-0.24554094	1.98446
4.364	1.11080384	2.64783
1.955	0.52957057	-2.29863
5.611	0.95865671	2.64783
3.527	-0.24554094	0.37911
4.297	-0.24554094	7.73171
4.196	0.70519805	2.4177
5.676	1.47343858	6.95581
3.917	1.46184779	2.4177
5.669	-0.24554094	5.63508
5.308	0.76644714	5.96219
2.21	-0.24554094	-0.46788
4.838	1.65653731	4.35574
2.176	0.08222769	-5.05889
3.591	3.41381603	-5.05889
4.784	-0.24554094	2.82288
5.23	-0.24554094	4.26331
5.21	0.90752098	2.90304
5.671	1.61289478	7.21778
2.785	1.31436559	3.15766
2.59	2.15693355	-5.05889
5.602	1.65237152	8.32156
2.022	-0.24554094	-5.05889
2.911	1.07320976	1.22656
4.732	0.78770615	-0.86311
2.449	1.61575031	1.03655
3.232	0.79612298	3.3497
6.066	0.79612298	2.86923
5.147	-0.08854745	6.39333
4.633	-0.24554094	1.78131
1.954	0.7944437	-2.29863
4.364	-0.09631588	4.63595
5.622	-0.24554094	6.28958
2.263	1.01310451	-5.05889
4.426	4.25984489	-5.05889
1.955	0.81281073	-5.05889
4.976	2.09210575	4.94541
5.824	-0.24554094	5.70223
3.079	2.42567131	-5.05889
5.883	1.54310458	7.31256
4.29	3.00963372	-5.05889
5.081	2.27875481	5.93385
3.884	1.91098951	-1.40923
5.57	-0.24554094	3.53361
6.176	-0.08854745	7.14371
3.777	2.43863338	1.82898
5.048	0.66440407	2.98951
4.888	0.94963164	0.50187
2.34	-0.24554094	-5.05889
5.578	1.16834645	-0.58798
2.233	0.71765731	-1.02322
2.31	1.15270228	-5.05889
2.094	0.91449523	-5.05889
4.88	-0.00867577	0.24494
2.303	1.79819134	-0.86311
5.389	-0.24554094	1.03655
2.536	0.52957057	-5.05889
3.032	-0.24554094	5.36684
2.578	1.09724634	-5.05889
6.194	1.33877208	6.04528
5.208	1.28297317	2.32097
1.954	-0.24554094	-5.05889
5.972	0.03180093	5.37088
3.701	0.52957057	2.85778
2.593	0.06421992	-5.05889
4.656	0.95113975	-0.06789
2.108	1.58548152	-5.05889
4.92	-0.24554094	2.18099
6.301	1.06696365	-3.51042
4.778	-0.16818101	4.76412
5.37	0.38640866	3.15766
4.524	2.80152693	0.4418
2.331	1.76599271	-5.05889
3.324	0.30381986	3.44459
1.954	-0.24554094	-5.05889
3.543	2.82433803	-5.05889
5.322	1.06626796	3.97093
5.079	0.56349249	2.02596
5.335	4.15740753	-1.40923
2.18	0.37521681	-5.05889
5.433	0.52957057	3.65763
6.102	-0.24554094	3.80797
5.496	2.42540008	-5.05889
5.507	-0.24554094	-0.58798
5.158	-0.24554094	4.25461
3.477	2.96889428	-5.05889
2.978	2.01956296	-0.06789
2.689	1.94620663	-5.05889
4.979	0.94585447	2.06631
4.87	0.31908545	0.0169
2.398	-0.24554094	-5.05889
3.566	4.75979497	-2.78087
2.34	-0.24554094	1.42578
2.17	0.60624082	-5.05889
2.314	2.01704515	-5.05889
2.479	-0.1422168	-5.05889
5.474	0.95339895	4.01798
5.174	2.0686775	4.22372
3.816	0.91912607	-2.29863
3.716	5.25034388	-5.05889
5.18	0.32375104	0.37911
1.954	-0.24554094	-5.05889
1.954	0.06561293	-5.05889
4.499	3.72159134	-1.20336
5.553	0.41729189	5.6451
4.501	0.7149967	-0.46788
4.792	-0.24554094	2.32097
2.162	2.22366024	-5.05889
3.883	3.18891667	-5.05889
1.954	-0.24554094	-5.05889
1.954	1.79567531	-5.05889
5.3	-0.04429668	1.96324
1.954	-0.24554094	-5.05889
5.972	0.41401477	4.96154
1.954	-0.24554094	-5.05889
3.756	1.54010142	-1.64946
2.794	-0.24554094	2.46374
3.035	2.12287792	-3.51042
6.246	0.44752785	-0.719
6.409	0.52957057	5.28159
2.242	0.53762454	-5.05889
4.519	4.17647433	-5.05889
1.954	-0.24554094	-5.05889
5.778	1.22555225	4.41161
5.103	0.20108235	4.98541
2.162	1.86772233	-5.05889
2.844	0.34914157	-2.29863
4.472	-0.24554094	0.71989
3.005	-0.04730642	-5.05889
2.179	1.24842521	-5.05889
3.62	-0.19462092	0.86418
4.144	4.53856917	-5.05889
5.303	0.50821308	5.08451
4.571	1.63183044	3.9656
1.985	0.55756445	-5.05889
4.063	-0.24554094	-5.05889
4.859	1.6739948	-1.40923
5.355	-0.24554094	2.21728
3.065	-0.24554094	-0.86311
1.954	-0.00867577	-5.05889
2.452	-0.24554094	-5.05889
4.416	0.52957057	2.52292
5.427	-0.24554094	4.25023
3.156	-0.24554094	4.12213
4.501	-0.17803928	-5.05889
4.8	0.51638683	3.13886
2.795	-0.24554094	2.98951
6.074	0.87769593	3.43691
3.437	2.3924739	-5.05889
2.211	-0.03829895	-5.05889
5.327	0.72737199	2.00536
3.732	-0.24554094	1.48651
5.003	2.94392498	-5.05889
2.058	1.86931848	-1.40923
4.725	1.53909897	4.21925
5.487	1.07942895	4.0231
2.605	0.46241095	-5.05889
5.787	-0.19628962	5.55582
3.32	0.49068869	3.41365
1.954	-0.24554094	-5.05889
6.103	1.75048194	6.85145
2.366	0.35028503	-5.05889
3.798	-0.1422168	0.90924
5.411	-0.24554094	7.18265
4.938	-0.24554094	3.05112
2.159	-0.14866413	-5.05889
2.889	2.99764097	-5.05889
3.731	3.97399687	-5.05889
2.491	1.25271203	-5.05889
5.806	0.40633798	5.01406
2.073	0.65518004	-5.05889
2.479	0.20866766	-5.05889
3.07	-0.24554094	3.80201
5.683	-0.24554094	4.62923
6.325	1.62381044	-0.719
6.197	-0.24554094	6.12504
1.955	1.59274619	-5.05889
5.325	0.40523811	2.85778
5.643	0.79612298	6.99226
3.444	3.43499104	-1.93783
4.316	0.30381986	0.99535
5.074	-0.24554094	1.11558
2.162	-0.24554094	-5.05889
6.02	0.53158803	5.08205
2.166	-0.23521213	-5.05889
1.954	0.04880598	3.46736
6.059	0.66899452	2.97898
4.496	0.52957057	-5.05889
3.959	0.1857885	-5.05889
3.432	3.89744369	-2.29863
5.522	0.04880598	-1.02322
5.775	-0.24554094	4.92086
5.911	-0.24554094	4.12213
6.683	0.73527214	0.90924
5.475	-0.12781478	6.81047
5.263	0.62526063	4.0784
4.154	-0.20634252	2.95769
4.127	0.38752297	-1.64946
5.37	0.95113975	1.22656
4.636	-0.02045244	1.07661
5.015	0.64868766	0.09699
4.95	1.2073678	3.9656
5.505	0.01459305	1.91987
6.247	1.24166294	1.73199
2.929	0.52957057	4.24145
4.957	3.93860568	1.07661
4.927	0.63561554	-2.29863
4.778	4.42117613	-0.35702
4.845	-0.24554094	0.61499
2.248	2.06554455	-5.05889
1.957	0.48757429	-5.05889
5.09	0.62147612	0.4418
2.431	1.29489976	-5.05889
3.473	2.35764193	-2.29863
2.098	-0.24554094	-5.05889
4.357	2.36133309	-1.20336
2.179	0.02751852	-5.05889
2.162	1.46078945	-5.05889
4.937	1.44321382	1.80534
5.718	-0.24554094	4.92362
5.531	0.84155813	3.46736
6.446	-0.24554094	4.04346
4.822	1.50201965	1.91987
4.878	1.17996924	1.96324
5.745	0.52957057	3.99726
5.18	-0.00867577	7.62812
3.879	-0.24554094	-0.35702
1.954	-0.24554094	-5.05889
1.954	0.60432516	-5.05889
5.725	-0.24554094	3.10052
4.617	0.32840045	-0.25407
2.273	0.17679312	-5.05889
4.437	0.65795317	-0.58798
1.954	-0.24554094	-5.05889
2.162	1.16575084	-5.05889
5.787	0.84237103	4.43876
5.388	0.5184228	0.66839
5.723	0.46346914	8.74507
4.971	0.91526807	5.59772
5.751	-0.24554094	1.19051
2.576	0.99420277	-5.05889
1.954	0.40633798	-5.05889
4.245	2.27905506	-0.86311
4.645	1.16575084	3.36596
3.832	4.81499124	-1.40923
2.124	1.76770541	-5.05889
5.437	0.10679381	5.15636
4.092	-0.23521213	3.4292
5.285	0.25336543	6.69379
5.068	0.26068145	2.92515
4.764	2.60619334	-0.15798
5.669	0.90907373	4.30606
2.418	1.32196818	-5.05889
2.363	-0.24554094	-5.05889
5.764	0.01459305	4.28911
4.087	1.04382005	-0.35702
6.14	0.51230524	6.62623
1.954	-0.24554094	-5.05889
5.693	0.96538865	1.73199
6.098	-0.22495677	2.57977
4.481	5.2782487	-5.05889
4.894	1.72734521	4.57783
2.234	1.37461634	-5.05889
4.173	4.94092782	-2.78087
5.807	-0.24554094	2.75044
5.612	1.33877208	3.9656
5.527	1.20357672	3.83741
4.353	-0.24554094	2.63447
4.19	-0.24554094	2.78712
2.061	0.15862975	-3.51042
1.954	0.95865671	-5.05889
3.761	1.42270097	-1.02322
5.398	0.26068145	2.68717
5.502	0.78432596	3.36596
3.319	1.48650302	-1.64946
4.157	-0.24554094	2.88059
3.856	-0.24554094	0.17286
5.632	0.95865671	1.29606
3.318	-0.10412637	2.25268
4.493	0.76901462	2.21728
5.156	1.48076634	-5.05889
